0.353,-6.359,16.924,59.517
0.354,-5.989,16.996,59.175
0.355,-5.624,17.06,58.84
0.356,-5.263,17.117,58.513
0.357,-4.907,17.168,58.192
0.358,-4.557,17.212,57.879
0.359,-4.211,17.251,57.572
0.36,-3.87,17.284,57.273
0.361,-3.534,17.311,56.98
0.362,-3.203,17.334,56.694
0.363,-2.877,17.352,56.416
0.364,-2.556,17.365,56.143
0.365,-2.239,17.374,55.878
0.366,-1.928,17.379,55.618
0.367,-1.621,17.38,55.366
0.368,-1.32,17.378,55.119
0.369,-1.023,17.372,54.879
0.37,-0.731,17.364,54.644
0.371,-0.444,17.352,54.416
0.372,-0.162,17.337,54.194
0.373,0.116,17.32,53.977
0.374,0.389,17.301,53.766
0.375,0.657,17.279,53.56
0.376,0.921,17.255,53.36
0.377,1.18,17.229,53.165
0.378,1.434,17.201,52.975
0.379,1.684,17.172,52.791
0.38,1.93,17.141,52.611
0.381,2.171,17.108,52.436
0.382,2.408,17.074,52.266
0.383,2.64,17.039,52.1
0.384,2.869,17.003,51.939
0.385,3.093,16.965,51.782
0.386,3.313,16.927,51.629
0.387,3.528,16.887,51.481
0.388,3.74,16.847,51.337
0.389,3.948,16.806,51.196
0.39,4.152,16.765,51.06
0.391,4.352,16.723,50.927
0.392,4.548,16.68,50.798
0.393,4.74,16.637,50.672
0.394,4.928,16.593,50.55
0.395,5.113,16.549,50.431
0.396,5.294,16.504,50.316
0.397,5.472,16.459,50.204
0.398,5.646,16.414,50.094
0.399,5.816,16.369,49.988
0.4,5.984,16.324,49.885
0.401,6.147,16.278,49.784
0.402,6.308,16.232,49.687
0.403,6.465,16.186,49.592
0.404,6.619,16.14,49.499
0.405,6.77,16.095,49.409
0.406,6.917,16.049,49.322
0.407,7.062,16.003,49.237
0.408,7.203,15.957,49.154
0.409,7.342,15.911,49.073
0.41,7.478,15.865,48.995
0.411,7.61,15.819,48.919
0.412,7.74,15.774,48.844
0.413,7.867,15.728,48.772
0.414,7.992,15.683,48.702
0.415,8.114,15.638,48.633
0.416,8.233,15.593,48.566
0.417,8.349,15.548,48.501
0.418,8.463,15.503,48.438
0.419,8.574,15.459,48.376
0.42,8.683,15.414,48.316
0.421,8.79,15.37,48.257
0.422,8.894,15.326,48.2
0.423,8.996,15.283,48.144
0.424,9.095,15.239,48.09
0.425,9.192,15.196,48.037
0.426,9.287,15.153,47.985
0.427,9.38,15.11,47.934
0.428,9.471,15.068,47.885
0.429,9.559,15.026,47.837
0.43,9.646,14.984,47.789
0.431,9.73,14.942,47.743
0.432,9.812,14.9,47.698
0.433,9.893,14.859,47.654
0.434,9.971,14.818,47.611
0.435,10.048,14.777,47.569
0.436,10.123,14.737,47.527
0.437,10.196,14.697,47.487
0.438,10.267,14.657,47.447
0.439,10.336,14.617,47.408
0.44,10.404,14.578,47.37
0.441,10.47,14.539,47.333
0.442,10.534,14.5,47.296
0.443,10.597,14.461,47.26
0.444,10.658,14.423,47.224
0.445,10.717,14.385,47.189
0.446,10.775,14.347,47.155
0.447,10.831,14.31,47.121
0.448,10.886,14.273,47.088
0.449,10.94,14.236,47.055
0.45,10.992,14.199,47.023
0.451,11.042,14.163,46.991
0.452,11.092,14.127,46.96
0.453,11.14,14.091,46.929
0.454,11.186,14.056,46.898
0.455,11.231,14.021,46.868
0.456,11.275,13.986,46.838
0.457,11.318,13.951,46.809
0.458,11.36,13.917,46.78
0.459,11.4,13.883,46.751
0.46,11.439,13.849,46.722
0.461,11.477,13.816,46.694
0.462,11.514,13.783,46.666
0.463,11.55,13.75,46.638
0.464,11.584,13.717,46.61
0.465,11.618,13.685,46.583
0.466,11.651,13.653,46.556
0.467,11.682,13.622,46.529
0.468,11.713,13.59,46.502
0.469,11.742,13.559,46.475
0.47,11.771,13.529,46.448
0.471,11.798,13.498,46.422
0.472,11.825,13.468,46.395
0.473,11.851,13.438,46.369
0.474,11.876,13.409,46.343
0.475,11.9,13.379,46.317
0.476,11.923,13.351,46.291
0.477,11.946,13.322,46.265
0.478,11.967,13.294,46.239
0.479,11.988,13.266,46.213
0.48,12.008,13.238,46.187
0.481,12.028,13.211,46.162
0.482,12.046,13.184,46.136
0.483,12.064,13.157,46.11
0.484,12.081,13.131,46.084
0.485,12.098,13.105,46.059
0.486,12.113,13.079,46.033
0.487,12.128,13.053,46.007
0.488,12.143,13.028,45.982
0.489,12.157,13.003,45.956
0.49,12.17,12.979,45.93
0.491,12.183,12.955,45.904
0.492,12.195,12.931,45.879
0.493,12.206,12.908,45.853
0.494,12.217,12.884,45.827
0.495,12.228,12.862,45.801
0.496,12.237,12.839,45.775
0.497,12.247,12.817,45.749
0.498,12.256,12.795,45.723
0.499,12.264,12.774,45.697
0.5,12.272,12.752,45.671
0.501,12.279,12.732,45.644
0.502,12.287,12.711,45.618
0.503,12.293,12.691,45.592
0.504,12.299,12.671,45.565
0.505,12.305,12.652,45.539
0.506,12.31,12.633,45.513
0.507,12.315,12.614,45.486
0.508,12.32,12.596,45.459
0.509,12.324,12.577,45.433
0.51,12.328,12.56,45.406
0.511,12.332,12.542,45.379
0.512,12.335,12.525,45.352
0.513,12.338,12.509,45.325
0.514,12.34,12.492,45.298
0.515,12.343,12.476,45.271
0.516,12.345,12.461,45.244
0.517,12.346,12.445,45.217
0.518,12.348,12.43,45.19
0.519,12.349,12.416,45.162
0.52,12.35,12.401,45.135
0.521,12.351,12.388,45.108
0.522,12.351,12.374,45.08
0.523,12.351,12.361,45.053
0.524,12.351,12.348,45.025
0.525,12.351,12.336,44.997
0.526,12.351,12.323,44.97
0.527,12.35,12.312,44.942
0.528,12.35,12.3,44.914
0.529,12.349,12.289,44.887
0.53,12.348,12.278,44.859
0.531,12.347,12.268,44.831
0.532,12.345,12.258,44.803
0.533,12.344,12.248,44.775
0.534,12.342,12.239,44.747
0.535,12.34,12.23,44.719
0.536,12.339,12.222,44.691
0.537,12.337,12.213,44.663
0.538,12.335,12.205,44.635
0.539,12.333,12.198,44.607
0.54,12.33,12.191,44.579
0.541,12.328,12.184,44.551
0.542,12.326,12.177,44.523
0.543,12.323,12.171,44.495
0.544,12.321,12.166,44.467
0.545,12.318,12.16,44.439
0.546,12.316,12.155,44.411
0.547,12.313,12.15,44.384
0.548,12.311,12.146,44.356
0.549,12.308,12.142,44.328
0.55,12.305,12.138,44.3
0.551,12.303,12.135,44.272
0.552,12.3,12.132,44.244
0.553,12.297,12.129,44.217
0.554,12.295,12.127,44.189
0.555,12.292,12.125,44.161
0.556,12.289,12.123,44.134
0.557,12.287,12.122,44.106
0.558,12.284,12.121,44.079
0.559,12.281,12.12,44.051
0.56,12.279,12.12,44.024
0.561,12.276,12.12,43.997
0.562,12.274,12.12,43.97
0.563,12.271,12.121,43.943
0.564,12.269,12.122,43.916
0.565,12.267,12.123,43.889
0.566,12.264,12.125,43.862
0.567,12.262,12.127,43.835
0.568,12.26,12.129,43.809
0.569,12.258,12.132,43.782
0.57,12.256,12.135,43.756
0.571,12.254,12.138,43.73
0.572,12.252,12.142,43.703
0.573,12.251,12.146,43.677
0.574,12.249,12.15,43.652
0.575,12.247,12.155,43.626
0.576,12.246,12.159,43.6
0.577,12.245,12.164,43.575
0.578,12.243,12.17,43.55
0.579,12.242,12.176,43.524
0.58,12.241,12.182,43.5
0.581,12.24,12.188,43.475
0.582,12.24,12.195,43.45
0.583,12.239,12.202,43.426
0.584,12.238,12.209,43.401
0.585,12.238,12.216,43.377
0.586,12.238,12.224,43.353
0.587,12.238,12.232,43.33
0.588,12.238,12.241,43.306
0.589,12.238,12.249,43.283
0.59,12.238,12.258,43.26
0.591,12.238,12.267,43.237
0.592,12.239,12.277,43.214
0.593,12.24,12.286,43.192
0.594,12.24,12.296,43.169
0.595,12.241,12.307,43.147
0.596,12.242,12.317,43.125
0.597,12.244,12.328,43.104
0.598,12.245,12.339,43.082
0.599,12.247,12.35,43.061
0.6,12.248,12.362,43.04
0.601,12.25,12.373,43.02
0.602,12.252,12.385,42.999
0.603,12.255,12.398,42.979
0.604,12.257,12.41,42.959
0.605,12.26,12.423,42.94
0.606,12.262,12.436,42.921
0.607,12.265,12.449,42.901
0.608,12.268,12.462,42.883
0.609,12.271,12.476,42.864
0.61,12.275,12.49,42.846
0.611,12.278,12.504,42.828
0.612,12.282,12.518,42.81
0.613,12.286,12.533,42.793
0.614,12.29,12.547,42.776
0.615,12.294,12.562,42.759
0.616,12.298,12.577,42.743
0.617,12.303,12.593,42.727
0.618,12.308,12.608,42.711
0.619,12.313,12.624,42.695
0.62,12.318,12.64,42.68
0.621,12.323,12.656,42.665
0.622,12.328,12.672,42.651
0.623,12.334,12.688,42.637
0.624,12.34,12.705,42.623
0.625,12.346,12.721,42.609
0.626,12.352,12.738,42.596
0.627,12.358,12.755,42.583
0.628,12.364,12.773,42.57
0.629,12.371,12.79,42.558
0.63,12.378,12.807,42.546
0.631,12.385,12.825,42.535
0.632,12.392,12.843,42.524
0.633,12.399,12.861,42.513
0.634,12.407,12.879,42.503
0.635,12.414,12.897,42.493
0.636,12.422,12.915,42.483
0.637,12.43,12.934,42.474
0.638,12.438,12.952,42.465
0.639,12.446,12.971,42.456
0.64,12.455,12.99,42.448
0.641,12.464,13.008,42.44
0.642,12.472,13.027,42.433
0.643,12.481,13.046,42.426
0.644,12.49,13.065,42.419
0.645,12.5,13.085,42.413
0.646,12.509,13.104,42.407
0.647,12.519,13.123,42.401
0.648,12.529,13.143,42.396
0.649,12.538,13.162,42.391
0.65,12.548,13.182,42.387
0.651,12.559,13.202,42.383
0.652,12.569,13.221,42.38
0.653,12.58,13.241,42.376
0.654,12.59,13.261,42.374
0.655,12.601,13.281,42.371
0.656,12.612,13.3,42.369
0.657,12.623,13.32,42.368
0.658,12.634,13.34,42.367
0.659,12.646,13.36,42.366
0.66,12.657,13.38,42.366
0.661,12.669,13.4,42.366
0.662,12.681,13.42,42.366
0.663,12.692,13.44,42.367
0.664,12.704,13.46,42.369
0.665,12.717,13.48,42.37
0.666,12.729,13.5,42.372
0.667,12.741,13.52,42.375
0.668,12.754,13.54,42.378
0.669,12.766,13.56,42.381
0.67,12.779,13.58,42.385
0.671,12.792,13.599,42.389
0.672,12.805,13.619,42.394
0.673,12.818,13.639,42.399
0.674,12.831,13.659,42.404
0.675,12.845,13.678,42.41
0.676,12.858,13.698,42.416
0.677,12.871,13.717,42.423
0.678,12.885,13.737,42.43
0.679,12.899,13.756,42.438
0.68,12.912,13.775,42.446
0.681,12.926,13.794,42.454
0.682,12.94,13.813,42.463
0.683,12.954,13.832,42.472
0.684,12.968,13.851,42.481
0.685,12.982,13.87,42.491
0.686,12.997,13.889,42.501
0.687,13.011,13.907,42.512
0.688,13.025,13.926,42.523
0.689,13.04,13.944,42.535
0.69,13.054,13.962,42.547
0.691,13.069,13.98,42.559
0.692,13.083,13.998,42.571
0.693,13.098,14.016,42.585
0.694,13.113,14.033,42.598
0.695,13.128,14.05,42.612
0.696,13.142,14.068,42.626
0.697,13.157,14.085,42.641
0.698,13.172,14.102,42.655
0.699,13.187,14.118,42.671
0.7,13.202,14.135,42.686
0.701,13.217,14.151,42.703
0.702,13.232,14.167,42.719
0.703,13.247,14.183,42.736
0.704,13.262,14.199,42.753
0.705,13.277,14.214,42.77
0.706,13.292,14.23,42.788
0.707,13.307,14.245,42.806
0.708,13.322,14.26,42.825
0.709,13.337,14.274,42.844
0.71,13.352,14.288,42.863
0.711,13.367,14.303,42.882
0.712,13.382,14.317,42.902
0.713,13.397,14.33,42.922
0.714,13.412,14.344,42.943
0.715,13.426,14.357,42.963
0.716,13.441,14.369,42.984
0.717,13.456,14.382,43.006
0.718,13.471,14.394,43.027
0.719,13.486,14.406,43.049
0.72,13.5,14.418,43.072
0.721,13.515,14.43,43.094
0.722,13.53,14.441,43.117
0.723,13.544,14.452,43.14
0.724,13.559,14.462,43.163
0.725,13.573,14.473,43.187
0.726,13.587,14.483,43.211
0.727,13.602,14.492,43.235
0.728,13.616,14.502,43.259
0.729,13.63,14.511,43.283
0.73,13.644,14.519,43.308
0.731,13.658,14.528,43.333
0.732,13.672,14.536,43.358
0.733,13.686,14.544,43.384
0.734,13.699,14.551,43.409
0.735,13.713,14.558,43.435
0.736,13.726,14.565,43.461
0.737,13.74,14.571,43.487
0.738,13.753,14.577,43.514
0.739,13.766,14.583,43.54
0.74,13.779,14.588,43.567
0.741,13.792,14.593,43.594
0.742,13.805,14.598,43.621
0.743,13.817,14.602,43.648
0.744,13.83,14.606,43.675
0.745,13.842,14.61,43.702
0.746,13.855,14.613,43.73
0.747,13.867,14.616,43.757
0.748,13.878,14.618,43.785
0.749,13.89,14.62,43.813
0.75,13.902,14.622,43.841
0.751,13.913,14.623,43.869
0.752,13.925,14.624,43.897
0.753,13.936,14.625,43.925
0.754,13.947,14.625,43.953
0.755,13.957,14.624,43.981
0.756,13.968,14.624,44.009
0.757,13.978,14.623,44.038
0.758,13.989,14.622,44.066
0.759,13.999,14.62,44.094
0.76,14.008,14.618,44.122
0.761,14.018,14.615,44.151
0.762,14.028,14.612,44.179
0.763,14.037,14.609,44.207
0.764,14.046,14.605,44.235
0.765,14.055,14.601,44.264
0.766,14.063,14.597,44.292
0.767,14.072,14.592,44.32
0.768,14.08,14.587,44.348
0.769,14.088,14.581,44.376
0.77,14.096,14.575,44.404
0.771,14.103,14.569,44.431
0.772,14.111,14.562,44.459
0.773,14.118,14.555,44.487
0.774,14.125,14.547,44.514
0.775,14.131,14.54,44.542
0.776,14.138,14.531,44.569
0.777,14.144,14.523,44.596
0.778,14.15,14.514,44.623
0.779,14.156,14.504,44.65
0.78,14.161,14.495,44.676
0.781,14.166,14.485,44.703
0.782,14.171,14.474,44.729
0.783,14.176,14.463,44.755
0.784,14.18,14.452,44.781
0.785,14.185,14.441,44.807
0.786,14.189,14.429,44.832
0.787,14.192,14.416,44.858
0.788,14.196,14.404,44.883
0.789,14.199,14.391,44.907
0.79,14.202,14.378,44.932
0.791,14.205,14.364,44.956
0.792,14.207,14.35,44.98
0.793,14.209,14.336,45.004
0.794,14.211,14.321,45.028
0.795,14.213,14.307,45.051
0.796,14.214,14.291,45.074
0.797,14.215,14.276,45.097
0.798,14.216,14.26,45.119
0.799,14.217,14.244,45.141
0.8,14.217,14.228,45.163
0.801,14.217,14.211,45.184
0.802,14.217,14.194,45.206
0.803,14.216,14.177,45.226
0.804,14.215,14.159,45.247
0.805,14.214,14.141,45.267
0.806,14.213,14.123,45.287
0.807,14.212,14.105,45.306
0.808,14.21,14.086,45.325
0.809,14.208,14.068,45.344
0.81,14.205,14.048,45.362
0.811,14.203,14.029,45.38
0.812,14.2,14.01,45.398
0.813,14.196,13.99,45.415
0.814,14.193,13.97,45.432
0.815,14.189,13.95,45.448
0.816,14.185,13.929,45.464
0.817,14.181,13.909,45.479
0.818,14.177,13.888,45.494
0.819,14.172,13.867,45.509
0.82,14.167,13.846,45.523
0.821,14.162,13.824,45.537
0.822,14.156,13.803,45.551
0.823,14.15,13.781,45.564
0.824,14.144,13.759,45.576
0.825,14.138,13.737,45.588
0.826,14.131,13.715,45.6
0.827,14.125,13.693,45.611
0.828,14.118,13.671,45.622
0.829,14.11,13.648,45.632
0.83,14.103,13.625,45.642
0.831,14.095,13.603,45.651
