0.0,0.0,1.0
0.001,0.002,1.0
0.002,0.004,1.0
0.003,0.007,1.0
0.004,0.009,1.0
0.005,0.011,1.0
0.006,0.013,1.0
0.007,0.016,1.0
0.008,0.018,1.0
0.009,0.02,1.0
0.01,0.022,1.0
0.011,0.025,1.0
0.012,0.027,1.0
0.013,0.029,1.0
0.014,0.031,1.0
0.015,0.034,1.0
0.016,0.036,1.0
0.017,0.038,1.0
0.018,0.04,1.0
0.019,0.043,1.0
0.02,0.045,1.0
0.021,0.047,1.0
0.022,0.049,1.001
0.023,0.052,1.001
0.024,0.054,1.001
0.025,0.056,1.001
0.026,0.058,1.001
0.027,0.061,1.001
0.028,0.063,1.001
0.029,0.065,1.001
0.03,0.067,1.001
0.031,0.07,1.001
0.032,0.072,1.001
0.033,0.074,1.001
0.034,0.076,1.001
0.035,0.079,1.001
0.036,0.081,1.001
0.037,0.083,1.002
0.038,0.085,1.002
0.039,0.088,1.002
0.04,0.09,1.002
0.041,0.092,1.002
0.042,0.094,1.002
0.043,0.096,1.002
0.044,0.099,1.002
0.045,0.101,1.002
0.046,0.103,1.002
0.047,0.105,1.002
0.048,0.108,1.003
0.049,0.11,1.003
0.05,0.112,1.003
0.051,0.114,1.003
0.052,0.117,1.003
0.053,0.119,1.003
0.054,0.121,1.003
0.055,0.123,1.003
0.056,0.125,1.004
0.057,0.128,1.004
0.058,0.13,1.004
0.059,0.132,1.004
0.06,0.134,1.004
0.061,0.137,1.004
0.062,0.139,1.004
0.063,0.141,1.004
0.064,0.143,1.005
0.065,0.146,1.005
0.066,0.148,1.005
0.067,0.15,1.005
0.068,0.152,1.005
0.069,0.154,1.005
0.07,0.157,1.005
0.071,0.159,1.006
0.072,0.161,1.006
0.073,0.163,1.006
0.074,0.166,1.006
0.075,0.168,1.006
0.076,0.17,1.006
0.077,0.172,1.007
0.078,0.174,1.007
0.079,0.177,1.007
0.08,0.179,1.007
0.081,0.181,1.007
0.082,0.183,1.008
0.083,0.185,1.008
0.084,0.188,1.008
0.085,0.19,1.008
0.086,0.192,1.008
0.087,0.194,1.008
0.088,0.197,1.009
0.089,0.199,1.009
0.09,0.201,1.009
0.091,0.203,1.009
0.092,0.205,1.009
0.093,0.208,1.01
0.094,0.21,1.01
0.095,0.212,1.01
0.096,0.214,1.01
0.097,0.216,1.011
0.098,0.219,1.011
0.099,0.221,1.011
0.1,0.223,1.011
0.101,0.225,1.011
0.102,0.227,1.012
0.103,0.23,1.012
0.104,0.232,1.012
0.105,0.234,1.012
0.106,0.236,1.013
0.107,0.238,1.013
0.108,0.241,1.013
0.109,0.243,1.013
0.11,0.245,1.014
0.111,0.247,1.014
0.112,0.249,1.014
0.113,0.252,1.014
0.114,0.254,1.015
0.115,0.256,1.015
0.116,0.258,1.015
0.117,0.26,1.015
0.118,0.262,1.016
0.119,0.265,1.016
0.12,0.267,1.016
0.121,0.269,1.016
0.122,0.271,1.017
0.123,0.273,1.017
0.124,0.276,1.017
0.125,0.278,1.017
0.126,0.28,1.018
0.127,0.282,1.018
0.128,0.284,1.018
0.129,0.286,1.019
0.13,0.289,1.019
0.131,0.291,1.019
0.132,0.293,1.019
0.133,0.295,1.02
0.134,0.297,1.02
0.135,0.299,1.02
0.136,0.302,1.021
0.137,0.304,1.021
0.138,0.306,1.021
0.139,0.308,1.022
0.14,0.31,1.022
0.141,0.312,1.022
0.142,0.315,1.022
0.143,0.317,1.023
0.144,0.319,1.023
0.145,0.321,1.023
0.146,0.323,1.024
0.147,0.325,1.024
0.148,0.328,1.024
0.149,0.33,1.025
0.15,0.332,1.025
0.151,0.334,1.025
0.152,0.336,1.026
0.153,0.338,1.026
0.154,0.341,1.026
0.155,0.343,1.027
0.156,0.345,1.027
0.157,0.347,1.027
0.158,0.349,1.028
0.159,0.351,1.028
0.16,0.353,1.028
0.161,0.356,1.029
0.162,0.358,1.029
0.163,0.36,1.03
0.164,0.362,1.03
0.165,0.364,1.03
0.166,0.366,1.031
0.167,0.368,1.031
0.168,0.371,1.031
0.169,0.373,1.032
0.17,0.375,1.032
0.171,0.377,1.033
0.172,0.379,1.033
0.173,0.381,1.033
0.174,0.383,1.034
0.175,0.385,1.034
0.176,0.388,1.034
0.177,0.39,1.035
0.178,0.392,1.035
0.179,0.394,1.036
0.18,0.396,1.036
0.181,0.398,1.036
0.182,0.4,1.037
0.183,0.402,1.037
0.184,0.405,1.038
0.185,0.407,1.038
