0.0,2.0,0.023
0.001,2.0,0.356
0.002,2.001,0.689
0.003,2.002,1.021
0.004,2.003,1.352
0.005,2.004,1.682
0.006,2.006,2.011
0.007,2.008,2.34
0.008,2.011,2.668
0.009,2.014,2.995
0.01,2.017,3.322
0.011,2.02,3.648
0.012,2.024,3.973
0.013,2.028,4.298
0.014,2.033,4.621
0.015,2.037,4.945
0.016,2.043,5.267
0.017,2.048,5.589
0.018,2.054,5.911
0.019,2.06,6.232
0.02,2.066,6.552
0.021,2.073,6.872
0.022,2.08,7.191
0.023,2.087,7.51
0.024,2.095,7.828
0.025,2.103,8.146
0.026,2.111,8.464
0.027,2.12,8.781
0.028,2.129,9.097
0.029,2.138,9.414
0.03,2.148,9.73
0.031,2.158,10.045
0.032,2.168,10.361
0.033,2.178,10.676
0.034,2.189,10.99
0.035,2.2,11.305
0.036,2.212,11.62
0.037,2.223,11.934
0.038,2.236,12.248
0.039,2.248,12.562
0.04,2.261,12.876
0.041,2.274,13.19
0.042,2.287,13.504
0.043,2.301,13.818
0.044,2.315,14.131
0.045,2.329,14.445
0.046,2.344,14.76
0.047,2.359,15.074
0.048,2.374,15.388
0.049,2.389,15.703
0.05,2.405,16.018
0.051,2.421,16.333
0.052,2.438,16.649
0.053,2.455,16.965
0.054,2.472,17.281
0.055,2.489,17.598
0.056,2.507,17.915
0.057,2.525,18.233
0.058,2.543,18.551
0.059,2.562,18.87
0.06,2.581,19.19
0.061,2.601,19.51
0.062,2.62,19.831
0.063,2.64,20.153
0.064,2.66,20.476
0.065,2.681,20.799
0.066,2.702,21.124
0.067,2.723,21.449
0.068,2.745,21.776
0.069,2.767,22.103
0.07,2.789,22.432
0.071,2.812,22.761
0.072,2.835,23.092
0.073,2.858,23.424
0.074,2.882,23.757
0.075,2.905,24.092
0.076,2.93,24.428
0.077,2.954,24.765
0.078,2.979,25.104
0.079,3.005,25.444
0.08,3.03,25.786
0.081,3.056,26.129
0.082,3.082,26.474
0.083,3.109,26.82
0.084,3.136,27.168
0.085,3.163,27.517
0.086,3.191,27.869
0.087,3.219,28.222
0.088,3.248,28.576
0.089,3.276,28.933
0.09,3.305,29.291
0.091,3.335,29.651
0.092,3.365,30.013
0.093,3.395,30.377
0.094,3.425,30.742
0.095,3.456,31.109
0.096,3.488,31.478
0.097,3.519,31.849
0.098,3.551,32.222
0.099,3.584,32.597
0.1,3.617,32.973
0.101,3.65,33.351
0.102,3.683,33.731
0.103,3.717,34.112
0.104,3.752,34.496
0.105,3.786,34.88
0.106,3.821,35.267
0.107,3.857,35.655
0.108,3.893,36.044
0.109,3.929,36.435
0.11,3.965,36.828
0.111,4.002,37.221
0.112,4.04,37.616
0.113,4.078,38.012
0.114,4.116,38.409
0.115,4.155,38.807
0.116,4.194,39.205
0.117,4.233,39.605
0.118,4.273,40.005
0.119,4.313,40.405
0.12,4.354,40.806
0.121,4.395,41.207
0.122,4.436,41.608
0.123,4.478,42.009
0.124,4.52,42.41
0.125,4.563,42.811
0.126,4.606,43.21
0.127,4.649,43.609
0.128,4.693,44.008
0.129,4.737,44.405
0.13,4.782,44.8
0.131,4.827,45.194
0.132,4.872,45.587
0.133,4.918,45.977
0.134,4.964,46.366
0.135,5.011,46.752
0.136,5.057,47.136
0.137,5.105,47.517
0.138,5.153,47.895
0.139,5.201,48.269
0.14,5.249,48.641
0.141,5.298,49.009
0.142,5.347,49.373
0.143,5.397,49.733
0.144,5.447,50.088
0.145,5.497,50.44
0.146,5.547,50.787
0.147,5.598,51.129
0.148,5.65,51.466
0.149,5.701,51.797
0.15,5.753,52.124
0.151,5.806,52.445
0.152,5.858,52.761
0.153,5.911,53.071
0.154,5.964,53.374
0.155,6.018,53.672
0.156,6.072,53.964
0.157,6.126,54.25
0.158,6.18,54.53
0.159,6.235,54.803
0.16,0.007,55.07
0.161,0.062,55.331
0.162,0.117,55.585
0.163,0.173,55.833
0.164,0.229,56.075
0.165,0.285,56.311
0.166,0.341,56.54
0.167,0.398,56.763
0.168,0.455,56.981
0.169,0.512,57.192
0.17,0.569,57.398
0.171,0.627,57.599
0.172,0.685,57.794
0.173,0.742,57.984
0.174,0.801,58.169
0.175,0.859,58.349
0.176,0.917,58.525
0.177,0.976,58.697
0.178,1.035,58.864
0.179,1.094,59.029
0.18,1.153,59.189
0.181,1.212,59.347
0.182,1.271,59.502
0.183,1.331,59.654
0.184,1.391,59.805
0.185,1.451,59.954
0.186,1.511,60.101
0.187,1.571,60.248
0.188,1.631,60.393
0.189,1.692,60.539
0.19,1.752,60.684
0.191,1.813,60.83
0.192,1.874,60.977
0.193,1.935,61.124
0.194,1.996,61.274
0.195,2.057,61.425
0.196,2.119,61.578
0.197,2.181,61.733
0.198,2.242,61.892
0.199,2.304,62.053
0.2,2.367,62.218
0.201,2.429,62.386
0.202,2.491,62.558
0.203,2.554,62.734
0.204,2.617,62.915
0.205,2.68,63.1
0.206,2.743,63.29
0.207,2.806,63.485
0.208,2.87,63.685
0.209,2.934,63.89
0.21,2.998,64.1
0.211,3.062,64.316
0.212,3.126,64.537
0.213,3.191,64.764
0.214,3.256,64.996
0.215,3.321,65.233
0.216,3.386,65.476
0.217,3.452,65.724
0.218,3.518,65.977
0.219,3.584,66.235
0.22,3.65,66.498
0.221,3.717,66.766
0.222,3.784,67.038
0.223,3.851,67.314
0.224,3.918,67.594
0.225,3.986,67.878
0.226,4.054,68.166
0.227,4.122,68.456
0.228,4.191,68.749
0.229,4.26,69.044
0.23,4.329,69.341
0.231,4.399,69.64
0.232,4.468,69.939
0.233,4.539,70.239
0.234,4.609,70.539
0.235,4.68,70.839
0.236,4.751,71.138
0.237,4.822,71.435
0.238,4.893,71.731
0.239,4.965,72.024
0.24,5.038,72.314
0.241,5.11,72.601
0.242,5.183,72.884
0.243,5.256,73.163
0.244,5.329,73.437
0.245,5.403,73.706
0.246,5.476,73.969
0.247,5.551,74.226
0.248,5.625,74.476
0.249,5.7,74.72
0.25,5.774,74.957
0.251,5.849,75.186
0.252,5.925,75.408
0.253,6.0,75.622
0.254,6.076,75.828
0.255,6.152,76.025
0.256,6.228,76.215
0.257,0.021,76.396
0.258,0.098,76.568
0.259,0.174,76.733
0.26,0.251,76.889
0.261,0.328,77.037
0.262,0.405,77.177
0.263,0.482,77.31
0.264,0.56,77.435
0.265,0.637,77.553
0.266,0.715,77.664
0.267,0.793,77.769
0.268,0.87,77.867
0.269,0.948,77.96
0.27,1.026,78.048
0.271,1.104,78.132
0.272,1.183,78.211
0.273,1.261,78.287
0.274,1.339,78.36
0.275,1.418,78.43
0.276,1.496,78.499
0.277,1.575,78.567
0.278,1.653,78.634
0.279,1.732,78.701
0.28,1.811,78.768
0.281,1.889,78.837
0.282,1.968,78.908
0.283,2.047,78.981
0.284,2.126,79.057
0.285,2.205,79.136
0.286,2.284,79.219
0.287,2.364,79.307
0.288,2.443,79.4
0.289,2.523,79.498
0.29,2.602,79.601
0.291,2.682,79.711
0.292,2.762,79.827
0.293,2.841,79.949
0.294,2.921,80.078
0.295,3.002,80.214
0.296,3.082,80.357
0.297,3.162,80.506
0.298,3.243,80.663
0.299,3.324,80.827
0.3,3.405,80.998
0.301,3.486,81.176
0.302,3.567,81.36
0.303,3.648,81.55
0.304,3.73,81.747
0.305,3.812,81.949
0.306,3.894,82.157
0.307,3.976,82.369
0.308,4.059,82.586
0.309,4.141,82.806
0.31,4.224,83.03
0.311,4.307,83.257
0.312,4.391,83.486
0.313,4.474,83.717
0.314,4.558,83.948
0.315,4.642,84.18
0.316,4.727,84.411
0.317,4.811,84.641
0.318,4.896,84.869
0.319,4.981,85.094
0.32,5.066,85.316
0.321,5.151,85.535
0.322,5.237,85.748
0.323,5.323,85.957
0.324,5.409,86.159
0.325,5.495,86.355
0.326,5.582,86.545
0.327,5.668,86.727
0.328,5.755,86.9
0.329,5.842,87.066
0.33,5.929,87.223
0.331,6.017,87.371
0.332,6.104,87.51
0.333,6.192,87.64
0.334,6.279,87.76
0.335,0.084,87.871
0.336,0.172,87.973
0.337,0.26,88.065
0.338,0.348,88.149
0.339,0.436,88.223
0.34,0.524,88.289
0.341,0.613,88.347
0.342,0.701,88.397
0.343,0.79,88.44
0.344,0.878,88.476
0.345,0.966,88.506
0.346,1.055,88.53
0.347,1.144,88.55
0.348,1.232,88.565
0.349,1.321,88.577
0.35,1.409,88.587
0.351,1.498,88.594
0.352,1.586,88.6
0.353,1.675,88.606
0.354,1.764,88.612
0.355,1.852,88.619
0.356,1.941,88.628
0.357,2.03,88.64
0.358,2.118,88.655
0.359,2.207,88.674
0.36,2.296,88.697
0.361,2.384,88.726
0.362,2.473,88.76
0.363,2.562,88.8
0.364,2.651,88.847
0.365,2.739,88.901
0.366,2.828,88.963
0.367,2.917,89.032
0.368,3.006,89.108
0.369,3.096,89.193
0.37,3.185,89.286
0.371,3.274,89.386
0.372,3.364,89.494
0.373,3.453,89.611
0.374,3.543,89.734
0.375,3.633,89.865
0.376,3.723,90.003
0.377,3.813,90.147
0.378,3.903,90.297
0.379,3.993,90.452
0.38,4.084,90.613
0.381,4.174,90.777
0.382,4.265,90.946
0.383,4.356,91.117
0.384,4.448,91.29
0.385,4.539,91.464
0.386,4.63,91.639
0.387,4.722,91.814
0.388,4.814,91.988
0.389,4.906,92.16
0.39,4.998,92.329
0.391,5.091,92.494
0.392,5.183,92.655
0.393,5.276,92.811
0.394,5.369,92.961
0.395,5.462,93.105
0.396,5.555,93.242
0.397,5.649,93.371
0.398,5.742,93.491
0.399,5.836,93.603
0.4,5.929,93.706
0.401,6.023,93.799
0.402,6.117,93.883
0.403,6.211,93.956
0.404,0.021,94.02
0.405,0.116,94.074
0.406,0.21,94.118
0.407,0.304,94.152
0.408,0.398,94.177
0.409,0.492,94.192
0.41,0.586,94.199
0.411,0.681,94.198
0.412,0.775,94.189
0.413,0.869,94.172
0.414,0.963,94.15
0.415,1.057,94.121
0.416,1.151,94.087
0.417,1.245,94.049
0.418,1.339,94.008
0.419,1.433,93.964
0.42,1.527,93.918
0.421,1.621,93.871
0.422,1.715,93.824
